,Dutifulness,Cooperation,Self-consciousness,Orderliness,Achievement striving,Self-efficacy,Activity level,Self-discipline,Excitement-seeking,Cautiousness,Morality,Anxiety,Emotionality,Vulnerability,Immoderation,Sympathy,Friendliness,Modesty,Altruism,Assertiveness,Adventurousness,Gregariousness,Intellect,Imagination,Artistic interests,Depression,Anger,Trust,Cheerfulness,Liberalism,Words,DiversityW,WordL,VERB,NOUN,ADP,.,ADJ,ADV,CONJ,PRON,PRT,NUM,X,Plot,Poster,Rated,Language,Title,Country,Writer,Metascore,imdbRating,Director,Released,Year,Awards,Runtime,imdbVotes,imdbID,Actors1,Actors2,Genre1,Genre2
Jason X,0.0884887962837,0.31470146789,0.491558689413,0.629163909039,0.456675044772,0.738413370383,0.418129012107,0.35137101564,0.611686419984,0.254242608288,0.560015940526,0.258040760436,0.287662482475,0.315906121556,0.162681350918,0.460889983704,0.572758065069,0.413320334182,0.278231252829,0.520250352641,0.852728612298,0.342843659448,0.506534043082,0.683526364943,0.451213962515,0.523944998007,0.716765913827,0.282223970198,0.496548434516,0.22351361081,6506.0,0.225023055641,3.38825699354,0.173839532739,0.218106363357,0.0430371964341,0.237626806025,0.0533353827236,0.0461112818936,0.0132185674762,0.110205963726,0.0298186289579,0.00952966492468,0.0,"Jason Voorhees returns with a new look, a new machete, and his same murderous attitude as he is awakened on a spaceship in the 25th century.",https://images-na.ssl-images-amazon.com/images/M/MV5BYzc0MDllYjktYzFjZi00OTgwLWJmZWMtODlmMTVlODQyZTgwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,R,English,Jason X,USA,"Victor Miller (characters), Todd Farmer",25,4.4,James Isaac,26 Apr 2002,2001,1 nomination.,91,"39,350",tt0211443,Kane Hodder,Jeff Geddis,Action,Horror
Darkman,0.404681432948,0.718180073841,0.569842865463,0.430465297482,0.347091561916,0.131610164175,0.0995513897931,0.327377615646,0.254270742148,0.717132307142,0.977764767254,0.157147620091,0.739855482209,0.43293633561,0.460978576393,0.828979734705,0.13010382231,0.954237011862,0.583784177611,0.266808220695,0.819257536429,0.0618326968063,0.960517992051,0.512592996924,0.789415397045,0.622471817507,0.190168662478,0.0967527341992,0.491103763063,0.661047023627,5760.0,0.209895833333,3.296875,0.186805555556,0.181770833333,0.0493055555556,0.217534722222,0.0373263888889,0.0652777777778,0.0109375,0.142708333333,0.0262152777778,0.00590277777778,0.0,A brilliant scientist left for dead returns to exact revenge on the people who burned him alive.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTc5MzUxMjk4NF5BMl5BanBnXkFtZTgwNTEzNDk4NjE@._V1_SX300.jpg,R,English,Darkman,USA,"Sam Raimi (story), Chuck Pfarrer (screenplay), Sam Raimi (screenplay), Ivan Raimi (screenplay), Daniel Goldin (screenplay), Joshua Goldin (screenplay)",65,6.4,Sam Raimi,24 Aug 1990,1990,2 wins & 7 nominations.,96,"48,314",tt0099365,Liam Neeson,Frances McDormand,Action,Crime
United 93,0.660699535997,0.748643679444,0.0304643950308,0.831765331863,0.746069629378,0.532798416597,0.564359500995,0.952017021676,0.0810675166068,0.95453601514,0.982540924878,0.00491270218768,0.2034274339,0.0102756882327,0.175992360616,0.415765438486,0.833692775194,0.767330448928,0.276537788082,0.758010196404,0.880805726826,0.605458350678,0.909724666752,0.0252147350706,0.291631941774,0.116032553342,0.0754195007372,0.320989997927,0.697403083754,0.288061349918,16373.0,0.108837720638,3.3466072192,0.18811457888,0.188053502718,0.0614426189458,0.201856715324,0.0377450680999,0.0543577841568,0.0134367556343,0.121052953032,0.0280339583461,0.0214988090148,0.0,"A real-time account of the events on United Flight 93, one of the planes hijacked on September 11th, 2001 that crashed near Shanksville, Pennsylvania when passengers foiled the terrorist plot.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTI1Nzc3NjAwOF5BMl5BanBnXkFtZTcwNzYzMjYzMQ@@._V1_SX300.jpg,R,English,United 93,USA,Paul Greengrass,90,7.6,Paul Greengrass,28 Apr 2006,2006,Nominated for 2 Oscars. Another 27 wins & 46 nominations.,111,"84,359",tt0475276,J.J. Johnson,Gary Commock,Drama,History
Vikingdom,0.499153355154,0.55333091205,0.44210821411,0.408822642903,0.456287548631,0.241057988172,0.385179645009,0.348024568235,0.315119708937,0.505090224691,0.914887290542,0.22118438122,0.866934125262,0.378722253162,0.373733924363,0.989631750377,0.345196255664,0.952188694407,0.863907350383,0.437309928352,0.604784109237,0.0931310450063,0.995541580678,0.785515044713,0.955047607247,0.721677504502,0.221319980966,0.241049033259,0.43819270361,0.35346800575,7916.0,0.175341081354,3.31808994442,0.177362304194,0.188731682668,0.0733956543709,0.205280444669,0.0341081354219,0.0557099545225,0.0213491662456,0.134537645275,0.0261495704901,0.0022738756948,0.0,"A forgotten king, Eirick, is tasked with the impossible odds to defeat Thor, the God of Thunder.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTc3ODIzMDMwMl5BMl5BanBnXkFtZTgwMDY1NDg5MjE@._V1_SX300.jpg,N/A,English,Vikingdom,Malaysia,James Coyne,39,3.4,Yusry Abd Halim,04 Oct 2013,2013,N/A,114,"2,735",tt1785669,Dominic Purcell,Natassia Malthe,Action,Adventure
Private Detective Two Plus Two Plus One,0.568252340019,0.533084460369,0.528213579021,0.179809817277,0.219142161148,0.127076449296,0.0643242710447,0.182649942764,0.176667575248,0.402628132323,0.980485627315,0.316310867639,0.872672889472,0.512215771689,0.546565583844,0.948916126849,0.137726912811,0.980334185863,0.866021107005,0.409900668993,0.445993805752,0.044030024298,0.911315095161,0.402403075494,0.465721745157,0.767638138203,0.346718981028,0.0110773598585,0.310604056943,0.163178996558,9408.0,0.159013605442,3.35267857143,0.225659013605,0.146364795918,0.0586734693878,0.182079081633,0.0295493197279,0.0707908163265,0.016369047619,0.173044217687,0.0286989795918,0.00520833333333,0.0,"An urban contemporary film about adultery, murder and betrayal in the film noir style. A simple story to which the director imparts a feeling of unrest and disquiet, catching the city in ...",N/A,N/A,Hindi,Private Detective: Two Plus Two Plus One,India,Rajat Kapoor (screenplay),N/A,5.7,Rajat Kapoor,N/A,1997,N/A,130,43,tt0379459,Shambhavi Kaul,Keneth Desai,Mystery,Mystery
Undercurrent,0.794093804393,0.944363743084,0.407080402803,0.276465323557,0.393865096637,0.0576513679617,0.0830889530134,0.409404348519,0.0780006465424,0.850297842855,0.996871345301,0.175916679958,0.911619830184,0.418412584992,0.528256632894,0.983170203824,0.320042340612,0.996156248874,0.934646915777,0.221529554324,0.483640596752,0.167959319655,0.893887083631,0.100604110436,0.742637388009,0.521411824071,0.0952899673879,0.131171958002,0.607536073184,0.346284990633,18897.0,0.102344287453,3.1171614542,0.19860295285,0.141186431709,0.0574165211409,0.231465311954,0.0380483674657,0.070646134307,0.0138646345981,0.15113510081,0.0256654495423,0.00349261787585,0.0,Middle-aged bride Ann Hamilton soon begins to suspect that her charming husband is really a psychotic who plans to murder her.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTk1OTg4MDAxNV5BMl5BanBnXkFtZTcwMjAxOTcxMQ@@._V1_SX300.jpg,APPROVED,English,Undercurrent,USA,"Thelma Strabel (story), Edward Chodorov (screenplay)",N/A,6.6,Vincente Minnelli,28 Nov 1946,1946,N/A,116,"2,019",tt0039066,Katharine Hepburn,Robert Taylor,Drama,Film-Noir
White Oleander,0.635383044069,0.786514121963,0.364926029456,0.210057213357,0.31984273521,0.105261148184,0.136157713711,0.412180904372,0.167478169419,0.595217409755,0.987091630692,0.250986478125,0.908372920955,0.546341280668,0.545599655867,0.903734194608,0.368225137057,0.988079963301,0.909919225183,0.463976437502,0.631302905794,0.245877166011,0.861515461585,0.126363693396,0.731729405463,0.618969997107,0.190166160207,0.0339514965232,0.644857343258,0.251246048337,10329.0,0.144350856811,3.13844515442,0.214541581954,0.130796785749,0.0565398392874,0.208054990803,0.0335947332752,0.0747410204279,0.0126827379224,0.176493368187,0.02933488237,0.00464711007842,0.0,A teenager journeys through a series of foster homes after her mother goes to prison for committing a crime of passion.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTI4NzYwOTM5MF5BMl5BanBnXkFtZTYwNDM4NDg2._V1_SX300.jpg,PG-13,English,White Oleander,USA,"Janet Fitch (novel), Mary Agnes Donoghue (screenplay)",61,7.2,Peter Kosminsky,11 Oct 2002,2002,3 wins & 7 nominations.,109,"25,769",tt0283139,Amy Aquino,John Billingsley,Drama,Drama
White Sands,0.357842398917,0.581173540728,0.120180867435,0.603219178692,0.441913372768,0.279576726135,0.211343356474,0.58643748858,0.173347578227,0.555398775431,0.96787054428,0.0317079194308,0.426028422543,0.108525681455,0.430809884559,0.749542610622,0.603769756506,0.805333707426,0.499803046862,0.57515470562,0.836798419745,0.450295598603,0.897513681048,0.150080176765,0.516733019855,0.332580389118,0.189181445503,0.0654734997041,0.640714628918,0.271332803894,8751.0,0.174037252885,3.20271968918,0.194149240087,0.169923437321,0.0562221460405,0.222146040453,0.0363387041481,0.0523368757856,0.0132556279282,0.141583818992,0.0321106159296,0.00868472174609,0.0,"A small southwestern town sheriff finds a body in the desert with a suitcase and $500,000. He impersonates the man and stumbles into an FBI investigation.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTk0MTgwNDM4N15BMl5BanBnXkFtZTcwNDY5MDMyMQ@@._V1_SX300.jpg,R,English,White Sands,USA,Daniel Pyne,N/A,6.0,Roger Donaldson,24 Apr 1992,1992,N/A,101,"5,617",tt0105813,Willem Dafoe,Mary Elizabeth Mastrantonio,Action,Crime
White Nights,0.478897722706,0.707216098758,0.262355478712,0.326353156818,0.358592712167,0.140700828944,0.241899144329,0.466529018963,0.281235189281,0.556882542114,0.983750523908,0.157683716843,0.816353838142,0.354748202853,0.561312860516,0.864623435142,0.464380451558,0.954706737758,0.773221961643,0.469601032747,0.876494041704,0.346272228647,0.945660895396,0.261190625344,0.765497580499,0.577781559387,0.185596939103,0.115873143209,0.622724848362,0.435973554019,10928.0,0.148517569546,3.26537335286,0.216691068814,0.14494875549,0.0560029282577,0.190428257687,0.0441068814056,0.0710102489019,0.0105234260615,0.161877745242,0.0323938506589,0.00512445095168,0.0,An expatriate Russian dancer is on a plane forced to land on Soviet territory. He is taken to an apartment in which a black American who has married a Russian woman lives with her. He is to...,https://images-na.ssl-images-amazon.com/images/M/MV5BNDYzNDM4MzY2Nl5BMl5BanBnXkFtZTcwNzA0MjA0MQ@@._V1_SX300.jpg,PG-13,English,White Nights,USA,"James Goldman (screenplay), Eric Hughes (screenplay), James Goldman (story)",46,6.6,Taylor Hackford,06 Dec 1985,1985,Won 1 Oscar. Another 2 wins & 2 nominations.,136,"5,331",tt0090319,Mikhail Baryshnikov,Gregory Hines,Drama,Drama
In Our Time,0.830172693739,0.946668131648,0.329930914893,0.451017467203,0.651044719576,0.226829898512,0.411917320731,0.671350003822,0.0938578927787,0.929536904917,0.997557609211,0.152137686913,0.911521866799,0.30574726248,0.322638475485,0.993035425208,0.545757769768,0.982779376096,0.939988805522,0.387060981547,0.762234662258,0.200725427779,0.964668531569,0.20570591821,0.929503638505,0.357112058738,0.0871476005219,0.409067700466,0.671624996589,0.57571396275,15786.0,0.13740022805,3.37343215507,0.193209172685,0.176232104396,0.0610667680223,0.200557455974,0.0481439249968,0.0657544659825,0.0184340554922,0.133536044596,0.0234384898011,0.00487773976942,0.0,"It is early 1939 in Poland when Mrs. Bromley and Jennifer come to buy antiques for her business in London. Jennifer meets Count Stephen and they wine, dine and see the sights though out the...",http://ia.media-imdb.com/images/M/MV5BMzViMTJkYTMtNmNkNS00ZmI2LWJiMTUtN2Q4NzkxZDQwZTBkXkEyXkFqcGdeQXVyMTYzNTE3NDA@._V1_SX300.jpg,APPROVED,English,In Our Time,USA,"Ellis St. Joseph (original screenplay), Howard Koch (original screenplay)",N/A,6.6,Vincent Sherman,19 Feb 1944,1944,N/A,110,329,tt0036952,Ida Lupino,Paul Henreid,Drama,Drama
Vigilante Diaries,0.0296556700729,0.162781607966,0.202645175483,0.645663980572,0.136217682363,0.142550943875,0.13946179652,0.311844344379,0.621809471515,0.153259072368,0.523697219478,0.116033565886,0.230353367008,0.160739765745,0.641142580445,0.303081869113,0.608241885994,0.379029849088,0.144864838835,0.490450915565,0.904819884023,0.72087648425,0.861047835692,0.570839967124,0.682569168247,0.419399157825,0.365208619509,0.0739461462784,0.728809344071,0.608620156245,11572.0,0.149325959212,3.11873487729,0.167646042171,0.194521258209,0.0512443829934,0.253024541998,0.0381956446595,0.0536640165918,0.0139128931905,0.121586588317,0.0272208779813,0.00406152782579,0.0,"The Vigilante Diaries is a high octane action-adventure film featuring 90's movie heroes, explosive action, and international espionage. The film revolves around a team of black-ops agents ...",https://images-na.ssl-images-amazon.com/images/M/MV5BODc0MTkzMDU0M15BMl5BanBnXkFtZTgwMzMwMTIxOTE@._V1_SX300.jpg,R,English,Vigilante Diaries,USA,"Christian Sesma, Paul Sloan",N/A,5.3,Christian Sesma,24 Jun 2016,2016,N/A,107,"2,322",tt3903852,Jason Mewes,Quinton 'Rampage' Jackson,Action,Action
White of the Eye,0.361574875462,0.757354818762,0.225465674801,0.603255115487,0.332951709618,0.0959980039274,0.129295035885,0.593507130536,0.258724821505,0.743466591284,0.977932759468,0.0909443389785,0.66296125042,0.24465177374,0.541788327767,0.684897993055,0.549721467874,0.941548053846,0.474790089205,0.261212155799,0.855199161608,0.454299149684,0.853859626847,0.184979036622,0.786299756104,0.331110921801,0.169159158169,0.0975254429561,0.73673350039,0.470507055394,10964.0,0.153046333455,3.13863553448,0.182962422474,0.17539219263,0.0566399124407,0.228931047063,0.0353885443269,0.0596497628603,0.0130426851514,0.139456402773,0.0267238234221,0.00556366289675,0.0,"In a wealthy and isolated desert community, a sound expert is targeted as the prime suspect of a series of brutal murders of local suburban housewives who were attacked and mutilated in ...",https://images-na.ssl-images-amazon.com/images/M/MV5BNjM1Zjc3ZGQtMGZlYi00YWNlLThlYTUtNGI5OWExOWI5YTFmXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,R,English,White of the Eye,UK,"China Kong, Donald Cammell, Andrew Klavan (novel), Laurence Klavan (novel)",N/A,6.4,Donald Cammell,20 May 1988,1987,N/A,110,"1,171",tt0094320,David Keith,Cathy Moriarty,Horror,Thriller
The Angriest Man in Brooklyn,0.456227687412,0.587556616447,0.51994522652,0.282907434848,0.337714674605,0.142834011651,0.10780617344,0.419962026814,0.242114648481,0.591810423042,0.922553694638,0.256393111087,0.567024111101,0.496395856965,0.423501017512,0.74941017956,0.285555714101,0.972986546451,0.58594643184,0.299316196114,0.441213024428,0.132843694085,0.833985585544,0.186497388792,0.436148347622,0.627854280165,0.355932420454,0.0750168365007,0.556253132658,0.341687117504,11404.0,0.147755173623,3.15494563311,0.178621536303,0.167660470011,0.0519992984918,0.237986671343,0.0405997895475,0.0615573482988,0.0178007716591,0.136355664679,0.025254296738,0.00982111539811,0.0,A perpetually angry man is informed he has 90 minutes to live and promptly sets out to reconcile with his family and friends in the short time he has left.,https://images-na.ssl-images-amazon.com/images/M/MV5BMjAxMTU5Mjk4OF5BMl5BanBnXkFtZTgwMTM4NDQ3MTE@._V1_SX300.jpg,R,English,The Angriest Man in Brooklyn,USA,"Daniel Taplitz (screenplay), Assi Dayan (based on the film ""The 92 Minutes of Mr. Baum"" written by)",21,5.7,Phil Alden Robinson,23 May 2014,2014,N/A,83,"16,569",tt1294970,Robin Williams,Mila Kunis,Comedy,Drama
The Angels Share,0.128756087203,0.268203580243,0.172806163799,0.288555218882,0.192161191112,0.243568704702,0.174841358736,0.208946914324,0.556228925921,0.134922392697,0.5867374198,0.193613799948,0.548541401517,0.243634555926,0.887098288992,0.710769740134,0.727328293526,0.682574021243,0.493565179401,0.463546960473,0.644017970934,0.854682584031,0.926086167492,0.499430958331,0.404809467449,0.619425114804,0.480846285936,0.200470750618,0.522282656508,0.60661304787,13928.0,0.147903503733,3.20397759908,0.17640723722,0.183658816772,0.0612435381964,0.230542791499,0.0364732912119,0.0561458931648,0.0152929350948,0.121912693854,0.0272113727743,0.0135697874785,0.0,"Narrowly avoiding jail, new dad Robbie vows to turn over a new leaf. A visit to a whisky distillery inspires him and his mates to seek a way out of their hopeless lives.",https://images-na.ssl-images-amazon.com/images/M/MV5BNzQ0MTg1MzI0Ml5BMl5BanBnXkFtZTcwNDA0MTcyOQ@@._V1_SX300.jpg,N/A,English,The Angels' Share,UK,Paul Laverty (screenplay),66,7.0,Ken Loach,01 Jun 2012,2012,7 wins & 9 nominations.,101,"18,336",tt1924394,Paul Brannigan,Siobhan Reilly,Comedy,Crime
Manhattan Night,0.63219580736,0.748319484486,0.487619265098,0.125669733299,0.355779290245,0.0780275533954,0.165277459429,0.33344599788,0.17396751914,0.621403783423,0.971237574487,0.321961714886,0.861637820931,0.612827157092,0.653077695395,0.943226437473,0.362329469707,0.987125324677,0.84116727201,0.27116107017,0.51603234172,0.202729334294,0.879941329745,0.191276912308,0.608688928127,0.705944315227,0.225089407157,0.146201360271,0.568661484947,0.556515476128,11489.0,0.144224910784,3.23230916529,0.185829924275,0.161197667334,0.0658891113239,0.209417703891,0.0396901383932,0.0604056053617,0.0195839498651,0.145530507442,0.0282879275829,0.00574462529376,0.0,A reporter becomes involved with a mysterious woman while investigating her late husband's death.,https://images-na.ssl-images-amazon.com/images/M/MV5BMjQwMDE4NzQ5N15BMl5BanBnXkFtZTgwNzM0NDA3ODE@._V1_SX300.jpg,R,English,Manhattan Night,USA,"Brian DeCubellis (screenplay), Colin Harrison (novel)",44,6.2,Brian DeCubellis,20 May 2016,2016,N/A,113,"5,087",tt3100274,Adrien Brody,Yvonne Strahovski,Crime,Drama
Jaws The Revenge,0.476035807953,0.755885640885,0.122379647077,0.717579315031,0.440557726173,0.213449360959,0.23368848681,0.738097119592,0.367848905697,0.778762056464,0.973964333571,0.0415195034941,0.530695899435,0.110267284396,0.592211184992,0.673622436866,0.798164458999,0.955699778535,0.617368519432,0.455019804678,0.84405086069,0.796054572739,0.757677530853,0.125711960989,0.567880504756,0.226455715005,0.0619249388076,0.15597836089,0.854969497947,0.235582570602,9295.0,0.157396449704,3.03690155998,0.187627756859,0.165142549758,0.0483055406132,0.244647660032,0.0383001613771,0.0582033351264,0.0112963959118,0.134911242604,0.0319526627219,0.00430338891877,0.0,Chief Brody's widow believes that her family is deliberately being targeted by another shark in search of revenge.,https://images-na.ssl-images-amazon.com/images/M/MV5BNGI1MTAxMWItOTE0OC00ZDhkLWE3Y2EtNjFiZmQ4NjQ1NGNkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,PG-13,English,Jaws: The Revenge,USA,"Peter Benchley (characters), Michael De Guzman",N/A,2.9,Joseph Sargent,17 Jul 1987,1987,1 win & 7 nominations.,89,"31,253",tt0093300,Lorraine Gary,Lance Guest,Adventure,Horror
Fantastic Four,0.660294263947,0.837681465994,0.237880853927,0.434158590479,0.540329181272,0.28436258202,0.433211689558,0.712478086651,0.154994402242,0.860287249847,0.97946384324,0.046882066934,0.585211439641,0.189864997614,0.284412724092,0.738366921359,0.57817463657,0.953825152112,0.677088279518,0.5526048204,0.916850421619,0.379482621299,0.913393177684,0.103090385143,0.583000123095,0.37388529002,0.0945908380233,0.314975149047,0.569412871079,0.367569990713,8921.0,0.161865261742,3.26689832978,0.199305010649,0.164107162874,0.0548144826813,0.209729850914,0.0382244143033,0.061203900908,0.0133393117364,0.140343010873,0.0325075664163,0.00885550947203,0.0,"A group of astronauts gain superpowers after a cosmic radiation exposure and must use them to oppose the plans of their enemy, Doctor Victor Von Doom.",https://images-na.ssl-images-amazon.com/images/M/MV5BNDMwM2NjOGEtZDE4ZS00MWFmLWIzNTgtN2Y2YjQ4MWIyNDM0XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg,PG-13,English,Fantastic Four,USA,"Mark Frost, Michael France, Stan Lee (Marvel comic book), Jack Kirby (Marvel comic book)",40,5.7,Tim Story,08 Jul 2005,2005,3 wins & 12 nominations.,106,"270,307",tt0120667,Ioan Gruffudd,Jessica Alba,Action,Adventure
