,Dutifulness,Cooperation,Self-consciousness,Orderliness,Achievement striving,Self-efficacy,Activity level,Self-discipline,Excitement-seeking,Cautiousness,Morality,Anxiety,Emotionality,Vulnerability,Immoderation,Sympathy,Friendliness,Modesty,Altruism,Assertiveness,Adventurousness,Gregariousness,Intellect,Imagination,Artistic interests,Depression,Anger,Trust,Cheerfulness,Liberalism,WORDS,DIVERSITY,LENGTH,VERB,NOUN,ADP,.,ADJ,ADV,CONJ,PRON,PRT,NUM,X,Plot,Rated,Response,Language,Title,Country,Writer,Metascore,imdbRating,Director,Released,Year,Awards,Runtime,Poster,imdbVotes,imdbID,Actors1,Actors2,Genre1,Genre2
Honeymoon in Vegas 1992.txt,0.463366819538,0.75264901807,0.139434395521,0.503405161225,0.389916862934,0.180873668548,0.178609375125,0.689061324632,0.263220925028,0.610625813331,0.967308141757,0.0604570997827,0.58071674872,0.191205818517,0.610938404555,0.669097413653,0.706978497018,0.910645536978,0.574399231188,0.412811249127,0.829565759018,0.635718345411,0.83158669196,0.109107822252,0.581049350367,0.262673628466,0.113470408435,0.162504982177,0.831810823042,0.392277283325,12377.0,0.147046941908,3.12846408661,0.181546416741,0.161024480892,0.0572028763028,0.239557243274,0.0390239961218,0.0635856831219,0.0137351539145,0.129676011958,0.0275511028521,0.00937222267108,0.0105033529935,"On her deathbed, a mother makes her son promise never to get married, which scars him with psychological blocks to a commitment with his girlfriend. They finally decide to tie the knot in ...",PG-13,True,English,Honeymoon in Vegas,USA,Andrew Bergman,,5.8,Andrew Bergman,28 Aug 1992,1992,Nominated for 2 Golden Globes. Another 1 nomination.,96,https://images-na.ssl-images-amazon.com/images/M/MV5BMTM0Mzc1MTA4MV5BMl5BanBnXkFtZTcwOTg2NzE0NA@@._V1_SX300.jpg,"14,572",tt0104438,James Caan, Nicolas Cage,Comedy, Romance
Alex Cross 2012.txt,0.34205854222,0.673214790331,0.149382253902,0.583301679585,0.372917928887,0.177607287843,0.206081032538,0.64444213061,0.206310407448,0.6629748028,0.97593397588,0.0352029793629,0.505635667984,0.156306820019,0.477542807903,0.668366204499,0.602622744078,0.869311220294,0.516189034992,0.51672351268,0.881453305747,0.428439765774,0.901175246146,0.150866317541,0.605063962593,0.256931861031,0.1220090932,0.092254092828,0.713411524863,0.272106339,10512.0,0.162956621005,3.15363394216,0.187119482496,0.161149162861,0.056697108067,0.217941400304,0.0392884322679,0.0611681887367,0.0159817351598,0.144406392694,0.0303462709285,0.00818112633181,0.00922754946728,A homicide detective is pushed to the brink of his moral and physical limits as he tangles with a ferociously skilled hired killer who specializes in torture and pain.,PG-13,True,English,Alex Cross,"USA, France","Marc Moss (screenplay), Kerry Williamson (screenplay), James Patterson (based on the novel ""Cross"" by)",30.0,5.1,Rob Cohen,19 Oct 2012,2012,4 nominations.,101,https://images-na.ssl-images-amazon.com/images/M/MV5BMjE1MDE0NjUyMV5BMl5BanBnXkFtZTcwNjQzNjg5Nw@@._V1_SX300.jpg,"28,506",tt1712170,Tyler Perry, Edward Burns,Action, Crime
Barry Munday 2010.txt,0.540794020749,0.912482255303,0.361411904546,0.363534499144,0.390427397801,0.0413366508574,0.103663041384,0.533408871248,0.130693547896,0.852512465456,0.989125345941,0.144568248131,0.775553343356,0.444847730338,0.608808031623,0.870257452348,0.449171140857,0.984204737872,0.741496404033,0.198538103012,0.718807181103,0.295623831673,0.843102214431,0.118362741438,0.825893327577,0.427534146027,0.0937362207967,0.184344383746,0.718634176448,0.646850768392,11947.0,0.145475851678,3.19553025864,0.180631120783,0.175692642504,0.0570854607851,0.216623420105,0.0428559470997,0.0600150665439,0.0179124466393,0.141876621746,0.0287938394576,0.00443626014899,0.0118021260568,"Barry Munday wakes up after being attacked to realize that he's missing his family jewels. To make matters worse, he learns he's facing a paternity lawsuit filed by a woman he can't remember having sex with.",R,True,English,Barry Munday,USA,"Chris D'Arienzo (screenplay), Frank Turner Hollon (book)",28.0,5.9,Chris D'Arienzo,13 Mar 2010,2010,1 nomination.,95,https://images-na.ssl-images-amazon.com/images/M/MV5BMTUzNTc4Nzg4N15BMl5BanBnXkFtZTcwMTM5NTE3Mw@@._V1_SX300.jpg,"3,468",tt0482461,Patrick Wilson, Judy Greer,Comedy, Drama
Ziggy Stardust and the Spiders from Mars 1973.txt,0.0701813337039,0.422937775246,0.430127635458,0.804842909746,0.0853159282959,0.0783090669931,0.0718869294437,0.110738631937,0.757136976178,0.44760026965,0.433063262514,0.356517757089,0.572944881847,0.448813510717,0.696162243489,0.70998483585,0.351635420753,0.550953441896,0.244652279975,0.0941920334017,0.812304378255,0.48966253373,0.917295239053,0.94804104078,0.974323882938,0.560739224327,0.414570114649,0.328993528167,0.749219622344,0.888884878553,6373.0,0.201318060568,3.45504471991,0.15801035619,0.22846383179,0.0611956692296,0.207123803546,0.0514671269418,0.0566452220304,0.0219676761337,0.114388827868,0.0258904754433,0.0028244155029,0.0105131021497,"The July 3rd, 1973 historic concert of the 'leper Messiah'. This was to be David Bowie's last concert with the Ziggy persona and the Spiders from Mars. A great medley of 'Wild Eyed Boy From...",PG,True,English,Ziggy Stardust and the Spiders from Mars,UK,,58.0,7.5,D.A. Pennebaker,01 Dec 1973,1973,,90,https://images-na.ssl-images-amazon.com/images/M/MV5BMTM2MTE0NTkxN15BMl5BanBnXkFtZTcwNjg5NzYyMQ@@._V1_SX300.jpg,"1,985",tt0086643,David Bowie, Mick Ronson,Documentary, Music
Eden 2012.txt,0.632393269593,0.743176081509,0.165139529527,0.508985158922,0.639614272753,0.266086080081,0.457744988816,0.842759967291,0.0861898294196,0.85810060472,0.995740713586,0.0397334437427,0.575413788449,0.143425043914,0.377146745189,0.757633923861,0.54295874898,0.9580154361,0.627784545683,0.635060319543,0.881740759265,0.236405105588,0.947559363596,0.0778345992364,0.600155261849,0.270778003634,0.0798847413857,0.0992784642594,0.517345246085,0.32237331595,5586.0,0.219835302542,3.11027568922,0.187074829932,0.164160401003,0.0614035087719,0.232366630863,0.0368779090584,0.0648048693161,0.015395631937,0.146258503401,0.0243465807376,0.0107411385607,0.00429645542427,"A young Korean-American girl, abducted and forced into prostitution by domestic human traffickers, joins forces with her captors in a desperate plea to survive.",R,True,English,Eden,USA,"Richard B. Phillips (screenplay), Megan Griffiths (screenplay), Richard B. Phillips (story), Chong Kim (story)",63.0,6.7,Megan Griffiths,19 Jul 2013,2012,9 wins & 4 nominations.,98,https://images-na.ssl-images-amazon.com/images/M/MV5BNzAxNTg3NTUzN15BMl5BanBnXkFtZTcwMTMwMDcwOQ@@._V1_SX300.jpg,"6,569",tt1734433,Jamie Chung, Beau Bridges,Crime, Drama
Interstate 60 2002.txt,0.535150146731,0.785643787992,0.268000272993,0.476290340948,0.381792421228,0.197393763614,0.181921905181,0.584155162922,0.116928111232,0.852615311531,0.96647804816,0.0463553866079,0.492355760662,0.173039318095,0.561988245726,0.69370837119,0.42837658088,0.816467297483,0.46801862718,0.445925559604,0.775734711049,0.248089698744,0.968498660585,0.113243215413,0.647383724224,0.278361608518,0.0858947496478,0.159561658826,0.403612740361,0.6324550352,16156.0,0.151213171577,3.30502599653,0.185256251547,0.17479574152,0.063753404308,0.194664520921,0.0459891062144,0.0650532309978,0.0186308492201,0.130354048032,0.0256870512503,0.0103986135182,0.00847982173805,A confused young man (Marsden) takes a journey on a road that doesn't exist on any map.,R,True,English,Interstate 60: Episodes of the Road,"Canada, USA",Bob Gale,,7.7,Bob Gale,10 Sep 2003,2002,2 wins & 5 nominations.,116,,"23,628",tt0165832,Matthew Edison, Paul Brogren,Adventure, Comedy
Dancer and the Dame 2015.txt,0.674430085468,0.850280498038,0.247443112477,0.428739471351,0.595670246137,0.193052696337,0.303272782167,0.729878804003,0.0828739926263,0.863583408691,0.994726218954,0.0600777964333,0.513284220087,0.176392459492,0.439780914316,0.843444193634,0.438911049164,0.955771404263,0.664695541278,0.503852028802,0.814797121145,0.176556561682,0.949415394219,0.075429567641,0.610000990472,0.290335318212,0.0741843379675,0.14587661615,0.517065212194,0.43368229011,11187.0,0.16814159292,3.32546705998,0.183874139626,0.1794940556,0.0577455975686,0.211137927952,0.0388844194154,0.0643604183427,0.0177885045142,0.139894520425,0.0238669884688,0.00724054706356,0.00920711540181,"Billy Gardell is Rick Dancer, a wisecracking, disgruntled detective who is long past his prime. Only with the help of Princess, a fussy and fastidious canine cop, can Dancer break the case of his career.",,True,English,Dancer and the Dame,USA,Tommy Blaze,,4.7,Gabriel Sabloff,28 Apr 2015,2015,,91,http://ia.media-imdb.com/images/M/MV5BMTAzNjM4ODkxNDdeQTJeQWpwZ15BbWU4MDgwMDk0NTUx._V1_SX300.jpg,289,tt3915566,Billy Gardell, David A.R. White,Comedy,Comedy
Elephant White 2011.txt,0.469818195353,0.742062895362,0.240130515089,0.335505924654,0.434335797205,0.109001457566,0.298633297432,0.606269389806,0.176313577282,0.700923113543,0.993471878967,0.062825106507,0.701897643217,0.318343582599,0.371030037458,0.76181421943,0.416409500847,0.992113179033,0.716888284989,0.499846264271,0.945963764582,0.412953118875,0.889679703119,0.0819821440653,0.569816868713,0.501248536454,0.0748544861603,0.0511238775792,0.649128019616,0.181657825052,5655.0,0.180194518126,3.13899204244,0.218744473917,0.13050397878,0.0620689655172,0.183200707339,0.0353669319187,0.0710875331565,0.0134394341291,0.170999115827,0.0341290893015,0.00548187444739,0.011317418214,An assassin is hired by a businessman to avenge the murder of his daughter by white slave traders in Thailand.,R,True,English,Elephant White,USA,Kevin Bernhardt,,5.1,Prachya Pinkaew,17 May 2011,2011,,91,https://images-na.ssl-images-amazon.com/images/M/MV5BMTI4NjQ5NDc4NF5BMl5BanBnXkFtZTcwMTUzODc1Mw@@._V1_SX300.jpg,"9,469",tt1578882,Djimon Hounsou, Markus Waldow,Action, Crime
Under Suspicion 2000.txt,0.504888570602,0.683603648333,0.27065437301,0.299006490343,0.429339194697,0.156169170248,0.209890839258,0.399252694119,0.140747189681,0.62601742571,0.97443353896,0.194391504193,0.909589109764,0.333372223282,0.659116817836,0.969486875854,0.461056117,0.884349724975,0.908144557328,0.566897265675,0.55883163715,0.219147383883,0.938477597578,0.242712580884,0.674730783833,0.464756534486,0.276558825287,0.0931290697952,0.51516012232,0.48031680946,11235.0,0.172140631954,3.41637739208,0.19305740988,0.166978193146,0.0633733867379,0.193680462839,0.046639964397,0.0688028482421,0.0168224299065,0.143836226079,0.0287494437027,0.00587449933244,0.0045393858478,"A lawyer is asked to come to the police station to clear up a few loose ends in his witness report of a foul murder. This will only take ten minutes, they say, but it turns out to be one ...",R,True,English,Under Suspicion,"France, USA","John Wainwright (book), Claude Miller, Jean Herman, Michel Audiard, Tom Provost (screenplay), W. Peter Iliff (screenplay)",43.0,6.5,Stephen Hopkins,15 Nov 2000,2000,2 nominations.,110,https://images-na.ssl-images-amazon.com/images/M/MV5BMTg5NDAzMjA1MF5BMl5BanBnXkFtZTcwNzAzMDcxMQ@@._V1_SX300.jpg,"18,327",tt0164212,Gene Hackman, Morgan Freeman,Crime, Drama
Wanted 2008.txt,0.353567027859,0.378930948004,0.189401466784,0.326684320439,0.39740750373,0.327531065424,0.336975069238,0.46534609957,0.424507065268,0.285622455757,0.88522557466,0.120308399652,0.640546464366,0.258465549052,0.478093915816,0.827558206265,0.658433996902,0.843528443761,0.729773126733,0.666684338466,0.79092815604,0.459617696598,0.970689322017,0.415768161166,0.533459217726,0.504283231501,0.230980780076,0.106523964461,0.588926847917,0.237182107201,6199.0,0.20148411034,3.31069527343,0.199225681562,0.179222455235,0.0619454750766,0.180835618648,0.0333924826585,0.0572673011776,0.0150024197451,0.151959993547,0.0275850943701,0.00871108243265,0.00984029682207,"A frustrated office worker learns that he is the son of a professional assassin, and that he shares his father's superhuman killing abilities.",R,True,English,Wanted,"USA, Germany","Michael Brandt (screenplay), Derek Haas (screenplay), Chris Morgan (screenplay), Michael Brandt (story), Derek Haas (story), Mark Millar (comic book series), J.G. Jones (comic book series)",64.0,6.7,Timur Bekmambetov,27 Jun 2008,2008,Nominated for 2 Oscars. Another 3 wins & 20 nominations.,110,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQwNDM2MTMwMl5BMl5BanBnXkFtZTgwMjE4NjQxMTE@._V1_SX300.jpg,"302,804",tt0493464,James McAvoy, Morgan Freeman,Action, Crime
Twins Of Evil 1971.txt,0.518083292879,0.70573602377,0.573832324468,0.391062504241,0.300177449925,0.108808405095,0.196526390532,0.326574249874,0.148991805171,0.748870142194,0.985913277471,0.315748581918,0.92177007002,0.500694332506,0.396381568162,0.988127476111,0.124542201172,0.986238687331,0.873783848797,0.334326004502,0.572441049152,0.0205903635853,0.993274483491,0.648809565741,0.973843449257,0.71126229404,0.194256491392,0.0454505051175,0.283701341774,0.402606153115,6495.0,0.178137028483,3.3142417244,0.199538106236,0.167513471901,0.0645111624326,0.195227097768,0.0391070053888,0.0626635873749,0.022324865281,0.140107775212,0.0243264049269,0.0044649730562,0.011701308699,"A religious sect led by Gustav Weil hunts all women suspected of witchcraft, killing a number of innocent victims. Young Katy, Gustav's niece, will involve herself in a devilish cult, and become an instrument of Justice in the region.",R,True,English,Twins of Evil,UK,"Tudor Gates (screenplay), Sheridan Le Fanu (characters created by)",,6.6,John Hough,01 Jun 1972,1971,,87,http://ia.media-imdb.com/images/M/MV5BMTc0ODAyMzMyMF5BMl5BanBnXkFtZTYwMzkzMjg5._V1_SX300.jpg,"3,096",tt0069427,Inigo Jackson, Judy Matheson,Horror,Horror
Nine Months 1995.txt,0.434860000279,0.915208615074,0.418172027779,0.460439247252,0.256949619632,0.0147820786659,0.0690857954644,0.46575831556,0.129978690687,0.744204246783,0.986624126738,0.149653137979,0.617893660819,0.555791601246,0.477756493535,0.739594607536,0.329715565238,0.996890428474,0.588442608455,0.125637456374,0.826559990477,0.248213542487,0.708998499676,0.0790278639057,0.702101541083,0.520947418657,0.139919867363,0.0841376666882,0.654690355047,0.427838679463,12083.0,0.138210709261,3.11089961102,0.182984358189,0.167673590996,0.044856409832,0.235372010262,0.0456012579657,0.0559463709344,0.0134900273111,0.138955557395,0.023421335761,0.00513117603244,0.0221799222048,"When he finds out his longtime girlfriend is pregnant, a commitment-phobe realizes he might have to change his lifestyle for better or much, much worse.",PG-13,True,English,Nine Months,USA,"Patrick Braoudé (film ""Neuf mois""), Chris Columbus (screenplay)",,5.4,Chris Columbus,12 Jul 1995,1995,1 win & 2 nominations.,103,https://images-na.ssl-images-amazon.com/images/M/MV5BMTg5NzYwMTkwNF5BMl5BanBnXkFtZTcwNTMxMzUyMQ@@._V1_SX300.jpg,"30,077",tt0113986,Hugh Grant, Julianne Moore,Comedy, Romance
White of the Eye 1987.txt,0.361574875462,0.757354818762,0.225465674801,0.603255115487,0.332951709618,0.0959980039274,0.129295035885,0.593507130536,0.258724821505,0.743466591284,0.977932759468,0.0909443389785,0.66296125042,0.24465177374,0.541788327767,0.684897993055,0.549721467874,0.941548053846,0.474790089205,0.261212155799,0.855199161608,0.454299149684,0.853859626847,0.184979036622,0.786299756104,0.331110921801,0.169159158169,0.0975254429561,0.73673350039,0.470507055394,10964.0,0.153046333455,3.13863553448,0.182962422474,0.17539219263,0.0566399124407,0.228931047063,0.0353885443269,0.0596497628603,0.0130426851514,0.139456402773,0.0267238234221,0.00556366289675,0.0107624954396,"In a wealthy and isolated desert community, a sound expert is targeted as the prime suspect of a series of brutal murders of local suburban housewives who were attacked and mutilated in ...",R,True,English,White of the Eye,UK,"China Kong, Donald Cammell, Andrew Klavan (novel), Laurence Klavan (novel)",,6.4,Donald Cammell,20 May 1988,1987,,110,https://images-na.ssl-images-amazon.com/images/M/MV5BNjM1Zjc3ZGQtMGZlYi00YWNlLThlYTUtNGI5OWExOWI5YTFmXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"1,171",tt0094320,David Keith, Cathy Moriarty,Horror, Thriller
The Angriest Man in Brooklyn 2014.txt,0.456227687412,0.587556616447,0.51994522652,0.282907434848,0.337714674605,0.142834011651,0.10780617344,0.419962026814,0.242114648481,0.591810423042,0.922553694638,0.256393111087,0.567024111101,0.496395856965,0.423501017512,0.74941017956,0.285555714101,0.972986546451,0.58594643184,0.299316196114,0.441213024428,0.132843694085,0.833985585544,0.186497388792,0.436148347622,0.627854280165,0.355932420454,0.0750168365007,0.556253132658,0.341687117504,11404.0,0.147755173623,3.15494563311,0.178621536303,0.167660470011,0.0519992984918,0.237986671343,0.0405997895475,0.0615573482988,0.0178007716591,0.136355664679,0.025254296738,0.00982111539811,0.0135040336724,A perpetually angry man is informed he has 90 minutes to live and promptly sets out to reconcile with his family and friends in the short time he has left.,R,True,English,The Angriest Man in Brooklyn,USA,"Daniel Taplitz (screenplay), Assi Dayan (based on the film ""The 92 Minutes of Mr. Baum"" written by)",21.0,5.7,Phil Alden Robinson,23 May 2014,2014,,83,https://images-na.ssl-images-amazon.com/images/M/MV5BMjAxMTU5Mjk4OF5BMl5BanBnXkFtZTgwMTM4NDQ3MTE@._V1_SX300.jpg,"16,569",tt1294970,Robin Williams, Mila Kunis,Comedy, Drama
The Angels Share 2012.txt,0.128756087203,0.268203580243,0.172806163799,0.288555218882,0.192161191112,0.243568704702,0.174841358736,0.208946914324,0.556228925921,0.134922392697,0.5867374198,0.193613799948,0.548541401517,0.243634555926,0.887098288992,0.710769740134,0.727328293526,0.682574021243,0.493565179401,0.463546960473,0.644017970934,0.854682584031,0.926086167492,0.499430958331,0.404809467449,0.619425114804,0.480846285936,0.200470750618,0.522282656508,0.60661304787,13928.0,0.147903503733,3.20397759908,0.17640723722,0.183658816772,0.0612435381964,0.230542791499,0.0364732912119,0.0561458931648,0.0152929350948,0.121912693854,0.0272113727743,0.0135697874785,0.00358989086732,"Narrowly avoiding jail, new dad Robbie vows to turn over a new leaf. A visit to a whisky distillery inspires him and his mates to seek a way out of their hopeless lives.",,True,English,The Angels' Share,"UK, France, Belgium, Italy",Paul Laverty (screenplay),66.0,7.0,Ken Loach,01 Jun 2012,2012,7 wins & 9 nominations.,101,https://images-na.ssl-images-amazon.com/images/M/MV5BNzQ0MTg1MzI0Ml5BMl5BanBnXkFtZTcwNDA0MTcyOQ@@._V1_SX300.jpg,"18,336",tt1924394,Paul Brannigan, Siobhan Reilly,Comedy, Crime
Remo Williams The Adventure Begins 1985.txt,0.441082447874,0.529765680563,0.223295986787,0.535599149703,0.581872392597,0.432208576983,0.392601425282,0.613557386787,0.227444311435,0.725661074037,0.954059130355,0.0507837417572,0.539751944,0.110918412486,0.477301882433,0.863411989191,0.499558760167,0.737199164058,0.64283642994,0.671221274586,0.812736191435,0.23726088578,0.989399766387,0.370950663055,0.624506919923,0.379263043467,0.210552664321,0.1751969384,0.427466211066,0.508721610415,9026.0,0.212386439176,3.41967649014,0.192222468425,0.18612896078,0.0670285840904,0.196321737204,0.0432085087525,0.0537336583204,0.0151783735874,0.13062264569,0.0300243740306,0.00875249279858,0.00321294039442,"An officially ""dead"" cop is trained to become an extraordinarily unique assassin in service of the US president.",PG-13,True,English,Remo Williams: The Adventure Begins,USA,"Richard Sapir (novel), Warren Murphy (novel), Christopher Wood",,6.4,Guy Hamilton,11 Oct 1985,1985,Nominated for 1 Oscar. Another 3 nominations.,121,https://images-na.ssl-images-amazon.com/images/M/MV5BMTk4MzIyNzQyNF5BMl5BanBnXkFtZTYwNTgwNzk5._V1_SX300.jpg,"8,799",tt0089901,Fred Ward, Joel Grey,Action, Adventure
